CIDADE,UF,REGIAO
Olho d'Água das Flores,AL,Nordeste
Olho d'Água do Casado,AL,Nordeste
Olho d'Água Grande,AL,Nordeste
Olivença,AL,Nordeste
Ouro Branco,AL,Nordeste
Palestina,AL,Nordeste
Palmeira dos Índios,AL,Nordeste
Pão de Açúcar,AL,Nordeste
Pariconha,AL,Nordeste
Paripueira,AL,Nordeste
Passo de Camaragibe,AL,Nordeste
Paulo Jacinto,AL,Nordeste
Penedo,AL,Nordeste
Piaçabuçu,AL,Nordeste
Pilar,AL,Nordeste
Pindoba,AL,Nordeste
Piranhas,AL,Nordeste
Poço das Trincheiras,AL,Nordeste
Porto Calvo,AL,Nordeste
Porto de Pedras,AL,Nordeste
Porto Real do Colégio,AL,Nordeste
Quebrangulo,AL,Nordeste
Rio Largo,AL,Nordeste
Roteiro,AL,Nordeste
Santa Luzia do Norte,AL,Nordeste
Santana do Ipanema,AL,Nordeste
Santana do Mundaú,AL,Nordeste
São Brás,AL,Nordeste
São José da Laje,AL,Nordeste
São José da Tapera,AL,Nordeste
São Luís do Quitunde,AL,Nordeste
São Miguel dos Campos,AL,Nordeste
São Miguel dos Milagres,AL,Nordeste
São Sebastião,AL,Nordeste
Satuba,AL,Nordeste
Senador Rui Palmeira,AL,Nordeste
Tanque d'Arca,AL,Nordeste
Taquarana,AL,Nordeste
Teotônio Vilela,AL,Nordeste
Traipu,AL,Nordeste
União dos Palmares,AL,Nordeste
Viçosa,AL,Nordeste
Amparo do São Francisco,SE,Nordeste
Aquidabã,SE,Nordeste
Aracaju,SE,Nordeste
Arauá,SE,Nordeste
Areia Branca,SE,Nordeste
Barra dos Coqueiros,SE,Nordeste
Boquim,SE,Nordeste
Brejo Grande,SE,Nordeste
Campo do Brito,SE,Nordeste
Canhoba,SE,Nordeste
Canindé de São Francisco,SE,Nordeste
Capela,SE,Nordeste
Carira,SE,Nordeste
Carmópolis,SE,Nordeste
Cedro de São João,SE,Nordeste
Cristinápolis,SE,Nordeste
Cumbe,SE,Nordeste
Divina Pastora,SE,Nordeste
Estância,SE,Nordeste
Feira Nova,SE,Nordeste
Frei Paulo,SE,Nordeste
Gararu,SE,Nordeste
General Maynard,SE,Nordeste
Graccho Cardoso,SE,Nordeste
Ilha das Flores,SE,Nordeste
Indiaroba,SE,Nordeste
Itabaiana,SE,Nordeste
Itabaianinha,SE,Nordeste
Itabi,SE,Nordeste
Itaporanga d'Ajuda,SE,Nordeste
Japaratuba,SE,Nordeste
Japoatã,SE,Nordeste
Lagarto,SE,Nordeste
Laranjeiras,SE,Nordeste
Macambira,SE,Nordeste
Malhada dos Bois,SE,Nordeste
Malhador,SE,Nordeste
Maruim,SE,Nordeste
Moita Bonita,SE,Nordeste
Monte Alegre de Sergipe,SE,Nordeste
Muribeca,SE,Nordeste
Neópolis,SE,Nordeste
Nossa Senhora Aparecida,SE,Nordeste
Nossa Senhora da Glória,SE,Nordeste
Nossa Senhora das Dores,SE,Nordeste
Nossa Senhora de Lourdes,SE,Nordeste
Nossa Senhora do Socorro,SE,Nordeste
Pacatuba,SE,Nordeste
Pedra Mole,SE,Nordeste
Pedrinhas,SE,Nordeste
Pinhão,SE,Nordeste
Pirambu,SE,Nordeste
Poço Redondo,SE,Nordeste
Poço Verde,SE,Nordeste
Porto da Folha,SE,Nordeste
Propriá,SE,Nordeste
Riachão do Dantas,SE,Nordeste
Riachuelo,SE,Nordeste
Ribeirópolis,SE,Nordeste
Rosário do Catete,SE,Nordeste
Salgado,SE,Nordeste
Santa Luzia do Itanhy,SE,Nordeste
Santa Rosa de Lima,SE,Nordeste
Santana do São Francisco,SE,Nordeste
Santo Amaro das Brotas,SE,Nordeste
São Cristóvão,SE,Nordeste
São Domingos,SE,Nordeste
São Francisco,SE,Nordeste
São Miguel do Aleixo,SE,Nordeste
Simão Dias,SE,Nordeste
Siriri,SE,Nordeste
Telha,SE,Nordeste
Tobias Barreto,SE,Nordeste
Tomar do Geru,SE,Nordeste
Umbaúba,SE,Nordeste
Abaíra,BA,Nordeste
Abaré,BA,Nordeste
Acajutiba,BA,Nordeste
Adustina,BA,Nordeste
Água Fria,BA,Nordeste
Aiquara,BA,Nordeste
Alagoinhas,BA,Nordeste
Alcobaça,BA,Nordeste
Almadina,BA,Nordeste
Amargosa,BA,Nordeste
Amélia Rodrigues,BA,Nordeste
América Dourada,BA,Nordeste
Anagé,BA,Nordeste
Andaraí,BA,Nordeste
Andorinha,BA,Nordeste
Angical,BA,Nordeste
Anguera,BA,Nordeste
Antas,BA,Nordeste
Antônio Cardoso,BA,Nordeste
Antônio Gonçalves,BA,Nordeste
Aporá,BA,Nordeste
Apuarema,BA,Nordeste
Araçás,BA,Nordeste
Aracatu,BA,Nordeste
Araci,BA,Nordeste
Aramari,BA,Nordeste
Arataca,BA,Nordeste
Aratuípe,BA,Nordeste
Aurelino Leal,BA,Nordeste
Baianópolis,BA,Nordeste
Baixa Grande,BA,Nordeste
Banzaê,BA,Nordeste
Barra,BA,Nordeste
Barra da Estiva,BA,Nordeste
Barra do Choça,BA,Nordeste
Barra do Mendes,BA,Nordeste
Barra do Rocha,BA,Nordeste
Barreiras,BA,Nordeste
Barro Alto,BA,Nordeste
Barro Preto,BA,Nordeste
Barrocas,BA,Nordeste
Belmonte,BA,Nordeste
Belo Campo,BA,Nordeste
Biritinga,BA,Nordeste
Boa Nova,BA,Nordeste
Boa Vista do Tupim,BA,Nordeste
Bom Jesus da Lapa,BA,Nordeste
Bom Jesus da Serra,BA,Nordeste
Boninal,BA,Nordeste
Bonito,BA,Nordeste
Boquira,BA,Nordeste
Botuporã,BA,Nordeste
Brejões,BA,Nordeste
Brejolândia,BA,Nordeste
Brotas de Macaúbas,BA,Nordeste
Brumado,BA,Nordeste
Buerarema,BA,Nordeste
Buritirama,BA,Nordeste
Caatiba,BA,Nordeste
Cabaceiras do Paraguaçu,BA,Nordeste
Cachoeira,BA,Nordeste
Caculé,BA,Nordeste
Caém,BA,Nordeste
Caetanos,BA,Nordeste
Caetité,BA,Nordeste
Cafarnaum,BA,Nordeste
Cairu,BA,Nordeste
Caldeirão Grande,BA,Nordeste
Camacan,BA,Nordeste
Camaçari,BA,Nordeste
Camamu,BA,Nordeste
Campo Alegre de Lourdes,BA,Nordeste
Campo Formoso,BA,Nordeste
Canápolis,BA,Nordeste
Canarana,BA,Nordeste
Canavieiras,BA,Nordeste
Candeal,BA,Nordeste
Candeias,BA,Nordeste
Candiba,BA,Nordeste
Cândido Sales,BA,Nordeste
Cansanção,BA,Nordeste
Canudos,BA,Nordeste
Capela do Alto Alegre,BA,Nordeste
Capim Grosso,BA,Nordeste
Caraíbas,BA,Nordeste
Caravelas,BA,Nordeste
Cardeal da Silva,BA,Nordeste
Carinhanha,BA,Nordeste
Casa Nova,BA,Nordeste
Castro Alves,BA,Nordeste
Catolândia,BA,Nordeste
Catu,BA,Nordeste
Caturama,BA,Nordeste
Central,BA,Nordeste
Chorrochó,BA,Nordeste
Cícero Dantas,BA,Nordeste
Cipó,BA,Nordeste
Coaraci,BA,Nordeste
Cocos,BA,Nordeste
Conceição da Feira,BA,Nordeste
Conceição do Almeida,BA,Nordeste
Conceição do Coité,BA,Nordeste
Conceição do Jacuípe,BA,Nordeste
Conde,BA,Nordeste
Condeúba,BA,Nordeste
Contendas do Sincorá,BA,Nordeste
Coração de Maria,BA,Nordeste
Cordeiros,BA,Nordeste
Coribe,BA,Nordeste
Coronel João Sá,BA,Nordeste
Correntina,BA,Nordeste
Cotegipe,BA,Nordeste
Cravolândia,BA,Nordeste
Crisópolis,BA,Nordeste
Cristópolis,BA,Nordeste
Cruz das Almas,BA,Nordeste
Curaçá,BA,Nordeste
Dário Meira,BA,Nordeste
Dias d'Ávila,BA,Nordeste
Dom Basílio,BA,Nordeste
Dom Macedo Costa,BA,Nordeste
Elísio Medrado,BA,Nordeste
Encruzilhada,BA,Nordeste
Entre Rios,BA,Nordeste
Érico Cardoso,BA,Nordeste
Esplanada,BA,Nordeste
Euclides da Cunha,BA,Nordeste
Eunápolis,BA,Nordeste
Fátima,BA,Nordeste
Feira da Mata,BA,Nordeste
Feira de Santana,BA,Nordeste
Filadélfia,BA,Nordeste
Firmino Alves,BA,Nordeste
Floresta Azul,BA,Nordeste
Formosa do Rio Preto,BA,Nordeste
Gandu,BA,Nordeste
Gavião,BA,Nordeste
Gentio do Ouro,BA,Nordeste
Glória,BA,Nordeste
Gongogi,BA,Nordeste
Governador Mangabeira,BA,Nordeste
Guajeru,BA,Nordeste
Guanambi,BA,Nordeste
Guaratinga,BA,Nordeste
Heliópolis,BA,Nordeste
Iaçu,BA,Nordeste
Ibiassucê,BA,Nordeste
Ibicaraí,BA,Nordeste
Ibicoara,BA,Nordeste
Ibicuí,BA,Nordeste
Ibipeba,BA,Nordeste
Ibipitanga,BA,Nordeste
Ibiquera,BA,Nordeste
Ibirapitanga,BA,Nordeste
Ibirapuã,BA,Nordeste
Ibirataia,BA,Nordeste
Ibitiara,BA,Nordeste
Ibititá,BA,Nordeste
Ibotirama,BA,Nordeste
Ichu,BA,Nordeste
Igaporã,BA,Nordeste
Igrapiúna,BA,Nordeste
Iguaí,BA,Nordeste
Ilhéus,BA,Nordeste
Inhambupe,BA,Nordeste
Ipecaetá,BA,Nordeste
Ipiaú,BA,Nordeste
Ipirá,BA,Nordeste
Ipupiara,BA,Nordeste
Irajuba,BA,Nordeste
Iramaia,BA,Nordeste
Iraquara,BA,Nordeste
Irará,BA,Nordeste
Irecê,BA,Nordeste
Itabela,BA,Nordeste
Itaberaba,BA,Nordeste
Itabuna,BA,Nordeste
Itacaré,BA,Nordeste
Itaeté,BA,Nordeste
Itagi,BA,Nordeste
Itagibá,BA,Nordeste
Itagimirim,BA,Nordeste
Itaguaçu da Bahia,BA,Nordeste
Itaju do Colônia,BA,Nordeste
Itajuípe,BA,Nordeste
Itamaraju,BA,Nordeste
Itamari,BA,Nordeste
Itambé,BA,Nordeste
Itanagra,BA,Nordeste
Itanhém,BA,Nordeste
Itaparica,BA,Nordeste
Itapé,BA,Nordeste
Itapebi,BA,Nordeste
Itapetinga,BA,Nordeste
Itapicuru,BA,Nordeste
Itapitanga,BA,Nordeste
Itaquara,BA,Nordeste
Itarantim,BA,Nordeste
Itatim,BA,Nordeste
Itiruçu,BA,Nordeste
Itiúba,BA,Nordeste
Itororó,BA,Nordeste
Ituaçu,BA,Nordeste
Ituberá,BA,Nordeste
Iuiu,BA,Nordeste
Jaborandi,BA,Nordeste
Jacaraci,BA,Nordeste
Jacobina,BA,Nordeste
Jaguaquara,BA,Nordeste
Jaguarari,BA,Nordeste
Jaguaripe,BA,Nordeste
Jandaíra,BA,Nordeste
Jequié,BA,Nordeste
Jeremoabo,BA,Nordeste
Jiquiriçá,BA,Nordeste
Jitaúna,BA,Nordeste
João Dourado,BA,Nordeste
Juazeiro,BA,Nordeste
Jucuruçu,BA,Nordeste
Jussara,BA,Nordeste
Jussari,BA,Nordeste
Jussiape,BA,Nordeste
Lafaiete Coutinho,BA,Nordeste
Lagoa Real,BA,Nordeste
Laje,BA,Nordeste
Lajedão,BA,Nordeste
Lajedinho,BA,Nordeste
Lajedo do Tabocal,BA,Nordeste
Lamarão,BA,Nordeste
Lapão,BA,Nordeste
Lauro de Freitas,BA,Nordeste
Lençóis,BA,Nordeste
Licínio de Almeida,BA,Nordeste
Livramento de Nossa Senhora,BA,Nordeste
Luís Eduardo Magalhães,BA,Nordeste
Macajuba,BA,Nordeste
Macarani,BA,Nordeste
Macaúbas,BA,Nordeste
Macururé,BA,Nordeste
Madre de Deus,BA,Nordeste
Maetinga,BA,Nordeste
Maiquinique,BA,Nordeste
Mairi,BA,Nordeste
Malhada,BA,Nordeste
Malhada de Pedras,BA,Nordeste
Manoel Vitorino,BA,Nordeste
Mansidão,BA,Nordeste
Maracás,BA,Nordeste
Maragogipe,BA,Nordeste
Maraú,BA,Nordeste
Marcionílio Souza,BA,Nordeste
Mascote,BA,Nordeste
Mata de São João,BA,Nordeste
Matina,BA,Nordeste
Medeiros Neto,BA,Nordeste
Miguel Calmon,BA,Nordeste
Milagres,BA,Nordeste
Mirangaba,BA,Nordeste
Mirante,BA,Nordeste
Monte Santo,BA,Nordeste
Morpará,BA,Nordeste
Morro do Chapéu,BA,Nordeste
Mortugaba,BA,Nordeste
Mucugê,BA,Nordeste
Mucuri,BA,Nordeste
Mulungu do Morro,BA,Nordeste
Mundo Novo,BA,Nordeste
Muniz Ferreira,BA,Nordeste
Muquém do São Francisco,BA,Nordeste
Muritiba,BA,Nordeste
Mutuípe,BA,Nordeste
Nazaré,BA,Nordeste
Nilo Peçanha,BA,Nordeste
Nordestina,BA,Nordeste
Nova Canaã,BA,Nordeste
Nova Fátima,BA,Nordeste
Nova Ibiá,BA,Nordeste
Nova Itarana,BA,Nordeste
Nova Redenção,BA,Nordeste
Nova Soure,BA,Nordeste
Nova Viçosa,BA,Nordeste
Novo Horizonte,BA,Nordeste
Novo Triunfo,BA,Nordeste
Olindina,BA,Nordeste
Oliveira dos Brejinhos,BA,Nordeste
Ouriçangas,BA,Nordeste
Ourolândia,BA,Nordeste
Palmas de Monte Alto,BA,Nordeste
Palmeiras,BA,Nordeste
Paramirim,BA,Nordeste
Paratinga,BA,Nordeste
Paripiranga,BA,Nordeste
Pau Brasil,BA,Nordeste
Paulo Afonso,BA,Nordeste
Pé de Serra,BA,Nordeste
Pedrão,BA,Nordeste
Pedro Alexandre,BA,Nordeste
Piatã,BA,Nordeste
Pilão Arcado,BA,Nordeste
Pindaí,BA,Nordeste
Pindobaçu,BA,Nordeste
Pintadas,BA,Nordeste
Piraí do Norte,BA,Nordeste
Piripá,BA,Nordeste
Piritiba,BA,Nordeste
Planaltino,BA,Nordeste
Planalto,BA,Nordeste
Poções,BA,Nordeste
Pojuca,BA,Nordeste
Ponto Novo,BA,Nordeste
Porto Seguro,BA,Nordeste
Potiraguá,BA,Nordeste
Prado,BA,Nordeste
Presidente Dutra,BA,Nordeste
Presidente Jânio Quadros,BA,Nordeste
Presidente Tancredo Neves,BA,Nordeste
Queimadas,BA,Nordeste
Quijingue,BA,Nordeste
Quixabeira,BA,Nordeste
Rafael Jambeiro,BA,Nordeste
Remanso,BA,Nordeste
Retirolândia,BA,Nordeste
Riachão das Neves,BA,Nordeste
Riachão do Jacuípe,BA,Nordeste
Riacho de Santana,BA,Nordeste
Ribeira do Amparo,BA,Nordeste
Ribeira do Pombal,BA,Nordeste
Ribeirão do Largo,BA,Nordeste
Rio de Contas,BA,Nordeste
Rio do Antônio,BA,Nordeste
Rio do Pires,BA,Nordeste
Rio Real,BA,Nordeste
Rodelas,BA,Nordeste
Ruy Barbosa,BA,Nordeste
Salinas da Margarida,BA,Nordeste
Salvador,BA,Nordeste
Santa Bárbara,BA,Nordeste
Santa Brígida,BA,Nordeste
Santa Cruz Cabrália,BA,Nordeste
Santa Cruz da Vitória,BA,Nordeste
Santa Inês,BA,Nordeste
Santa Luzia,BA,Nordeste
Santa Maria da Vitória,BA,Nordeste
Santa Rita de Cássia,BA,Nordeste
Santa Terezinha,BA,Nordeste
Santaluz,BA,Nordeste
Santana,BA,Nordeste
Santanópolis,BA,Nordeste
Santo Amaro,BA,Nordeste
Santo Antônio de Jesus,BA,Nordeste
Santo Estêvão,BA,Nordeste
São Desidério,BA,Nordeste
São Domingos,BA,Nordeste
São Felipe,BA,Nordeste
São Félix,BA,Nordeste
São Félix do Coribe,BA,Nordeste
São Francisco do Conde,BA,Nordeste
São Gabriel,BA,Nordeste
São Gonçalo dos Campos,BA,Nordeste
São José da Vitória,BA,Nordeste
São José do Jacuípe,BA,Nordeste
São Miguel das Matas,BA,Nordeste
São Sebastião do Passé,BA,Nordeste
Sapeaçu,BA,Nordeste
Sátiro Dias,BA,Nordeste
Saubara,BA,Nordeste
Saúde,BA,Nordeste
Seabra,BA,Nordeste
Sebastião Laranjeiras,BA,Nordeste
Senhor do Bonfim,BA,Nordeste
Sento Sé,BA,Nordeste
Serra do Ramalho,BA,Nordeste
Serra Dourada,BA,Nordeste
Serra Preta,BA,Nordeste
Serrinha,BA,Nordeste
Serrolândia,BA,Nordeste
Simões Filho,BA,Nordeste
Sítio do Mato,BA,Nordeste
Sítio do Quinto,BA,Nordeste
Sobradinho,BA,Nordeste
Souto Soares,BA,Nordeste
Tabocas do Brejo Velho,BA,Nordeste
Tanhaçu,BA,Nordeste
Tanque Novo,BA,Nordeste
Tanquinho,BA,Nordeste
Taperoá,BA,Nordeste
Tapiramutá,BA,Nordeste
Teixeira de Freitas,BA,Nordeste
Teodoro Sampaio,BA,Nordeste
Teofilândia,BA,Nordeste
Teolândia,BA,Nordeste
Terra Nova,BA,Nordeste
Tremedal,BA,Nordeste
Tucano,BA,Nordeste
Uauá,BA,Nordeste
Ubaíra,BA,Nordeste
Ubaitaba,BA,Nordeste
Ubatã,BA,Nordeste
Uibaí,BA,Nordeste
Umburanas,BA,Nordeste
Una,BA,Nordeste
Urandi,BA,Nordeste
Uruçuca,BA,Nordeste
Utinga,BA,Nordeste
Valença,BA,Nordeste
Valente,BA,Nordeste
Várzea da Roça,BA,Nordeste
Várzea do Poço,BA,Nordeste
Várzea Nova,BA,Nordeste
Varzedo,BA,Nordeste
Vera Cruz,BA,Nordeste
Vereda,BA,Nordeste
Vitória da Conquista,BA,Nordeste
Wagner,BA,Nordeste
Wanderley,BA,Nordeste
Wenceslau Guimarães,BA,Nordeste
Xique-Xique,BA,Nordeste
Abadia dos Dourados,MG,Sudeste
Abaeté,MG,Sudeste
Abre Campo,MG,Sudeste
Acaiaca,MG,Sudeste
Açucena,MG,Sudeste
Água Boa,MG,Sudeste
Água Comprida,MG,Sudeste
Aguanil,MG,Sudeste
Águas Formosas,MG,Sudeste
Águas Vermelhas,MG,Sudeste
Aimorés,MG,Sudeste
Aiuruoca,MG,Sudeste
Alagoa,MG,Sudeste
Albertina,MG,Sudeste
Além Paraíba,MG,Sudeste
Alfenas,MG,Sudeste
Alfredo Vasconcelos,MG,Sudeste
Almenara,MG,Sudeste
Alpercata,MG,Sudeste
Alpinópolis,MG,Sudeste
Alterosa,MG,Sudeste
Alto Caparaó,MG,Sudeste
Alto Jequitibá,MG,Sudeste
Alto Rio Doce,MG,Sudeste
Alvarenga,MG,Sudeste
Alvinópolis,MG,Sudeste
Alvorada de Minas,MG,Sudeste
Amparo do Serra,MG,Sudeste
Andradas,MG,Sudeste
Andrelândia,MG,Sudeste
Angelândia,MG,Sudeste
Antônio Carlos,MG,Sudeste
Antônio Dias,MG,Sudeste
Antônio Prado de Minas,MG,Sudeste
Araçaí,MG,Sudeste
Aracitaba,MG,Sudeste
Araçuaí,MG,Sudeste
Araguari,MG,Sudeste
Arantina,MG,Sudeste
Araponga,MG,Sudeste
Araporã,MG,Sudeste
Arapuá,MG,Sudeste
Araújos,MG,Sudeste
Araxá,MG,Sudeste
Arceburgo,MG,Sudeste
Arcos,MG,Sudeste
Areado,MG,Sudeste
Argirita,MG,Sudeste
Aricanduva,MG,Sudeste
Arinos,MG,Sudeste
Astolfo Dutra,MG,Sudeste
Ataléia,MG,Sudeste
Augusto de Lima,MG,Sudeste
Baependi,MG,Sudeste
Baldim,MG,Sudeste
Bambuí,MG,Sudeste
Bandeira,MG,Sudeste
Bandeira do Sul,MG,Sudeste
Barão de Cocais,MG,Sudeste
Barão do Monte Alto,MG,Sudeste
Barbacena,MG,Sudeste
Barra Longa,MG,Sudeste
Barroso,MG,Sudeste
Bela Vista de Minas,MG,Sudeste
Belmiro Braga,MG,Sudeste
Belo Horizonte,MG,Sudeste
Belo Oriente,MG,Sudeste
Belo Vale,MG,Sudeste
Berilo,MG,Sudeste
Berizal,MG,Sudeste
Bertópolis,MG,Sudeste
Betim,MG,Sudeste
Bias Fortes,MG,Sudeste
Bicas,MG,Sudeste
Biquinhas,MG,Sudeste
Boa Esperança,MG,Sudeste
Bocaina de Minas,MG,Sudeste
Bocaiúva,MG,Sudeste
Bom Despacho,MG,Sudeste
Bom Jardim de Minas,MG,Sudeste
Bom Jesus da Penha,MG,Sudeste
Bom Jesus do Amparo,MG,Sudeste
Bom Jesus do Galho,MG,Sudeste
Bom Repouso,MG,Sudeste
Bom Sucesso,MG,Sudeste
Bonfim,MG,Sudeste
Bonfinópolis de Minas,MG,Sudeste
Bonito de Minas,MG,Sudeste
Borda da Mata,MG,Sudeste
Botelhos,MG,Sudeste
Botumirim,MG,Sudeste
Brás Pires,MG,Sudeste
Brasilândia de Minas,MG,Sudeste
Brasília de Minas,MG,Sudeste
Braúnas,MG,Sudeste
Brazópolis,MG,Sudeste
Brumadinho,MG,Sudeste
Bueno Brandão,MG,Sudeste
Buenópolis,MG,Sudeste
Bugre,MG,Sudeste
Buritis,MG,Sudeste
Buritizeiro,MG,Sudeste
Cabeceira Grande,MG,Sudeste
Cabo Verde,MG,Sudeste
Cachoeira da Prata,MG,Sudeste
Cachoeira de Minas,MG,Sudeste
Cachoeira de Pajeú,MG,Sudeste
Cachoeira Dourada,MG,Sudeste
Caetanópolis,MG,Sudeste
Caeté,MG,Sudeste
Caiana,MG,Sudeste
Cajuri,MG,Sudeste
Caldas,MG,Sudeste
Camacho,MG,Sudeste
Camanducaia,MG,Sudeste
Cambuí,MG,Sudeste
Cambuquira,MG,Sudeste
Campanário,MG,Sudeste
Campanha,MG,Sudeste
Campestre,MG,Sudeste
Campina Verde,MG,Sudeste
Campo Azul,MG,Sudeste
Campo Belo,MG,Sudeste
Campo do Meio,MG,Sudeste
Campo Florido,MG,Sudeste
Campos Altos,MG,Sudeste
Campos Gerais,MG,Sudeste
Cana Verde,MG,Sudeste
Canaã,MG,Sudeste
Canápolis,MG,Sudeste
Candeias,MG,Sudeste
Cantagalo,MG,Sudeste
Caparaó,MG,Sudeste
Capela Nova,MG,Sudeste
Capelinha,MG,Sudeste
Capetinga,MG,Sudeste
Capim Branco,MG,Sudeste
Capinópolis,MG,Sudeste
Capitão Andrade,MG,Sudeste
Capitão Enéas,MG,Sudeste
Capitólio,MG,Sudeste
Caputira,MG,Sudeste
Caraí,MG,Sudeste
Caranaíba,MG,Sudeste
Carandaí,MG,Sudeste
Carangola,MG,Sudeste
Caratinga,MG,Sudeste
Carbonita,MG,Sudeste
Careaçu,MG,Sudeste
Carlos Chagas,MG,Sudeste
Carmésia,MG,Sudeste
Carmo da Cachoeira,MG,Sudeste
Carmo da Mata,MG,Sudeste
Carmo de Minas,MG,Sudeste
Carmo do Cajuru,MG,Sudeste
Carmo do Paranaíba,MG,Sudeste
Carmo do Rio Claro,MG,Sudeste
Carmópolis de Minas,MG,Sudeste
Carneirinho,MG,Sudeste
Carrancas,MG,Sudeste
Carvalhópolis,MG,Sudeste
Carvalhos,MG,Sudeste
Casa Grande,MG,Sudeste
Cascalho Rico,MG,Sudeste
Cássia,MG,Sudeste
Cataguases,MG,Sudeste
Catas Altas,MG,Sudeste
Catas Altas da Noruega,MG,Sudeste
Catuji,MG,Sudeste
Catuti,MG,Sudeste
Caxambu,MG,Sudeste
Cedro do Abaeté,MG,Sudeste
Central de Minas,MG,Sudeste
Centralina,MG,Sudeste
Chácara,MG,Sudeste
Chalé,MG,Sudeste
Chapada do Norte,MG,Sudeste
Chapada Gaúcha,MG,Sudeste
Chiador,MG,Sudeste
Cipotânea,MG,Sudeste
Claraval,MG,Sudeste
Claro dos Poções,MG,Sudeste
Cláudio,MG,Sudeste
Coimbra,MG,Sudeste
Coluna,MG,Sudeste
Comendador Gomes,MG,Sudeste
Comercinho,MG,Sudeste
Conceição da Aparecida,MG,Sudeste
Conceição da Barra de Minas,MG,Sudeste
Conceição das Alagoas,MG,Sudeste
Conceição das Pedras,MG,Sudeste
Conceição de Ipanema,MG,Sudeste
Conceição do Mato Dentro,MG,Sudeste
Conceição do Pará,MG,Sudeste
Conceição do Rio Verde,MG,Sudeste
Conceição dos Ouros,MG,Sudeste
Cônego Marinho,MG,Sudeste
Confins,MG,Sudeste
Congonhal,MG,Sudeste
Congonhas,MG,Sudeste
Congonhas do Norte,MG,Sudeste
Conquista,MG,Sudeste
Conselheiro Lafaiete,MG,Sudeste
Conselheiro Pena,MG,Sudeste
Consolação,MG,Sudeste
Contagem,MG,Sudeste
Coqueiral,MG,Sudeste
Coração de Jesus,MG,Sudeste
Cordisburgo,MG,Sudeste
Cordislândia,MG,Sudeste
Corinto,MG,Sudeste
Coroaci,MG,Sudeste
Coromandel,MG,Sudeste
Coronel Fabriciano,MG,Sudeste
Coronel Murta,MG,Sudeste
Coronel Pacheco,MG,Sudeste
Coronel Xavier Chaves,MG,Sudeste
Córrego Danta,MG,Sudeste
Córrego do Bom Jesus,MG,Sudeste
Córrego Fundo,MG,Sudeste
Córrego Novo,MG,Sudeste
Couto de Magalhães de Minas,MG,Sudeste
Crisólita,MG,Sudeste
Cristais,MG,Sudeste
Cristália,MG,Sudeste
Cristiano Otoni,MG,Sudeste
Cristina,MG,Sudeste
Crucilândia,MG,Sudeste
Cruzeiro da Fortaleza,MG,Sudeste
Cruzília,MG,Sudeste
Cuparaque,MG,Sudeste
Curral de Dentro,MG,Sudeste
Curvelo,MG,Sudeste
Datas,MG,Sudeste
Delfim Moreira,MG,Sudeste
Delfinópolis,MG,Sudeste
Delta,MG,Sudeste
Descoberto,MG,Sudeste
Desterro de Entre Rios,MG,Sudeste
Desterro do Melo,MG,Sudeste
Diamantina,MG,Sudeste
Diogo de Vasconcelos,MG,Sudeste
Dionísio,MG,Sudeste
Divinésia,MG,Sudeste
Divino,MG,Sudeste
Divino das Laranjeiras,MG,Sudeste
Divinolândia de Minas,MG,Sudeste
Divinópolis,MG,Sudeste
Divisa Alegre,MG,Sudeste
Divisa Nova,MG,Sudeste
Divisópolis,MG,Sudeste
Dom Bosco,MG,Sudeste
Dom Cavati,MG,Sudeste
Dom Joaquim,MG,Sudeste
Dom Silvério,MG,Sudeste
Dom Viçoso,MG,Sudeste
Dona Euzébia,MG,Sudeste
Dores de Campos,MG,Sudeste
Dores de Guanhães,MG,Sudeste
Dores do Indaiá,MG,Sudeste
Dores do Turvo,MG,Sudeste
Doresópolis,MG,Sudeste
Douradoquara,MG,Sudeste
Durandé,MG,Sudeste
Elói Mendes,MG,Sudeste
Engenheiro Caldas,MG,Sudeste
Engenheiro Navarro,MG,Sudeste
Entre Folhas,MG,Sudeste
Entre Rios de Minas,MG,Sudeste
Ervália,MG,Sudeste
Esmeraldas,MG,Sudeste
Espera Feliz,MG,Sudeste
Espinosa,MG,Sudeste
Espírito Santo do Dourado,MG,Sudeste
Estiva,MG,Sudeste
Estrela Dalva,MG,Sudeste
Estrela do Indaiá,MG,Sudeste
Estrela do Sul,MG,Sudeste
Eugenópolis,MG,Sudeste
Ewbank da Câmara,MG,Sudeste
Extrema,MG,Sudeste
Fama,MG,Sudeste
Faria Lemos,MG,Sudeste
Felício dos Santos,MG,Sudeste
Felisburgo,MG,Sudeste
Felixlândia,MG,Sudeste
Fernandes Tourinho,MG,Sudeste
Ferros,MG,Sudeste
Fervedouro,MG,Sudeste
Florestal,MG,Sudeste
Formiga,MG,Sudeste
Formoso,MG,Sudeste
Fortaleza de Minas,MG,Sudeste
Fortuna de Minas,MG,Sudeste
Francisco Badaró,MG,Sudeste
Francisco Dumont,MG,Sudeste
Francisco Sá,MG,Sudeste
Franciscópolis,MG,Sudeste
Frei Gaspar,MG,Sudeste
Frei Inocêncio,MG,Sudeste
Frei Lagonegro,MG,Sudeste
Fronteira,MG,Sudeste
Fronteira dos Vales,MG,Sudeste
Fruta de Leite,MG,Sudeste
Frutal,MG,Sudeste
Funilândia,MG,Sudeste
Galiléia,MG,Sudeste
Gameleiras,MG,Sudeste
Glaucilândia,MG,Sudeste
Goiabeira,MG,Sudeste
